name,party,state,sons,daughters,total_children,sex_ratio
Shri Dharmendra Pradhan,Bharatiya Janata Party,Madhya Pradesh,1.0,1.0,2.0,1.0
Shri Lakhan Singh,Bharatiya Janata Party,Uttar Pradesh,,,,
Shri K.L. Narsimham,Communist Party of India,Madras,,,,
Shri Katragadda Srinivasa Rao,Independent & Others,Andhra Pradesh,,,,
Shri Pattiam Rajan,Communist Party of India (Marxist),Kerala,,,,
Shri Rajendra Gehlot,Bharatiya Janata Party,Rajasthan,1.0,1.0,2.0,1.0
Smt. Sampatiya Uikey,Bharatiya Janata Party,Madhya Pradesh,1.0,3.0,4.0,0.3333333333333333
Shri Manas Ranjan Bhunia,All India Trinamool Congress,West Bengal,1.0,,,
Smt. T. Ratna Bai,Indian National Congress,Andhra Pradesh,2.0,,,
Dr. Badri Nath Prasad,Other,Nominated,,,,
Smt. Pushpaben Janardanrai Mehta,Congress (O),Gujarat,,,,
Shri Rajendra Prasad Mody,Independent & Others,Rajasthan,,,,
Shri Albert Crozier Gilbert,Congress,Uttar Pradesh,,,,
Shri Rajaram,Bahujan Samaj Party,Uttar Pradesh,,,,
Shri Tiruchi Siva,Dravida Munnetra Kazhagam,Tamil Nadu,1.0,2.0,3.0,0.5
Shri Santiuse Kujur,Indian National Congress,Assam,1.0,1.0,2.0,1.0
Dr. Lokesh Chandra,Nominated,Nominated,,,,
Shri Achyutananda Samanta,Biju Janata Dal,Odisha,,,,
Shri Brahmdeo Ram Shastri,Janata,Bihar,,,,
Shri Braham Deo Anand Paswan,Janata Dal,Bihar,,,,
Shri Jafar Imam,Indian National Congress,Bihar,,,,
Shri Viswanatha Menon,Communist Party of India (Marxist),Kerala,,,,
Shri R.K. Karanjia,Nominated,Nominated,,,,
Shri Ramji Lal,Indian National Congress,Haryana,,,,
Shri Gopal Narayan Singh,Bharatiya Janata Party,Bihar,2.0,5.0,7.0,0.4
Shri Satyapriya Banerjee,Forward Block (Marxist),West Bengal,,,,
Shri Radheshyam  R. Morarka,Janata,Rajasthan,,,,
Shri K. Gopalan,Janata (G),Kerala,,,,
Shri Lavji Lakhamshi,Indian National Congress,Bombay,,,,
Shri M. Rama Jois,Bharatiya Janata Party,Karnataka,1.0,1.0,2.0,1.0
Shri Mohammad Shafi,J&K National Conference,Jammu & Kashmir,1.0,3.0,4.0,0.3333333333333333
Shri Dahyabhai V. Patel,Other,Bombay,,,,
Shri S. Channa Reddy,Congress,Hyderabad,,,,
Shri P. Babul Reddy,Janata,Andhra Pradesh,,,,
Shri Kanshi Ram,Bahujan Samaj Party,Uttar Pradesh,,,,
Shri Rajmani Patel,Indian National Congress,Madhya Pradesh,2.0,,,
Shri Bhogilal Maganlal Shah,Congress,Saurashtra,,,,
Shri M.V. Mysura Reddy,Telugu Desam Party,Andhra Pradesh,2.0,,,
Shri Sakaldeep Rajbhar,Bharatiya Janata Party,Uttar Pradesh,1.0,,,
Shri P. Prabhakar Reddy,Telugu Desam Party,Andhra Pradesh,1.0,1.0,2.0,1.0
Shri Swaraj Kaushal,Haryana Vikas Party,Haryana,,1.0,,
Shri Raj Mohan Gandhi,Janata Dal,Uttar Pradesh,,,,
Shri Kameshwara Singh,Independent & Others,Bihar,,,,
Shri Jaharlal Banerjee,Congress,West Bengal,,,,
Shri Bishambhar Nath Pande,Nominated,Uttar Pradesh,,,,
Shri Shrikant Verma,CONG(I),Madhya Pradesh,,,,
Shri Debananda Amat,Congress,Odisha,,,,
Shri S. Thangavelu,Dravida Munnetra Kazhagam,Tamil Nadu,2.0,1.0,3.0,2.0
Shri Manilal Chaturbhai Shah,Indian National Congress,Bombay,,,,
Shri Zail Singh,Congress,Punjab,,,,
Shri G. Rajagopalan,Congress,Madras,,,,
Shri Jagdish Chandra Dikshit,Congress,Uttar Pradesh,,,,
Shri A. Chakradhar,Other,Andhra Pradesh,,,,
Shri Arjun Singh,Indian National Congress,Madhya Pradesh,2.0,1.0,3.0,2.0
Shri Tajamul Husain,Indian National Congress,Bihar,,,,
Shri M.J. Varkey Mattathil,Kerala Congress,Kerala,1.0,2.0,3.0,0.5
Shri Thindivanam K. Ramamurthy,CONG(I),Nominated,,,,
Shri Maheshwar Naik,Other,Odisha,,,,
Shri K. Chandrasekharan,Socialist Party,Kerala,,,,
Shri G. Varadaraj,All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,,,,
Smt. Margaret Alva,CONG(I),Karnataka,,,,
Principal Devaprasad Ghose,Jansangh,West Bengal,,,,
Smt. Savitry Devi Nigam,Indian National Congress,Uttar Pradesh,,,,
Shri Jagannath Prasad Pahadia,Other,Rajasthan,,,,
Shri Varinder Singh Bajwa,Shiromani Akali Dal,Punjab,,3.0,,
Shri Neeraj Shekhar,Bharatiya Janata Party,Uttar Pradesh,,2.0,,
Shri Sachin Ramesh Tendulkar,Nominated,Nominated,1.0,1.0,2.0,1.0
Dr. K. Mathew Kurian,Communist Party of India (Marxist),Kerala,,,,
Shri Sanjiv Kumar,Jharkhand Mukti Morcha,Jharkhand,,,,
Shri P. Sundarayya,Communist Party of India,Madras,,,,
Smt. Darshana Singh,Bharatiya Janata Party,Uttar Pradesh,1.0,,,
Shri Lalsawia,Independent & Others,Mizoram,,,,
Shri Sanatan Bisi,Janata Dal,Odisha,,,,
Shri Gundappa Korwar,Indian National Congress,Karnataka,,,,
Smt. Savita Sharda,Bharatiya Janata Party,Gujarat,,2.0,,
Dr. Kanwar Deep Singh,All India Trinamool Congress,West Bengal,2.0,,,
Shri S.M. Laljan Basha,Telugu Desam Party,Andhra Pradesh,1.0,4.0,5.0,0.25
Smt. Rukmani Bai,Congress,Madhya Pradesh,,,,
Shri Jugul Kishore,Bahujan Samaj Party,Uttar Pradesh,2.0,1.0,3.0,2.0
Shri Pranab Mukherjee,Indian National Congress,West Bengal,2.0,1.0,3.0,2.0
Smt. Aziza Imam,Congress,Bihar,,,,
Dr. Anup Singh,Congress,Punjab,,,,
Shri Vinay Dinu Tendulkar,Bharatiya Janata Party,Goa,1.0,,,
Ms. Indu Bala Goswami,Bharatiya Janata Party,Himachal Pradesh,,,,
Shri Ram Narayan Sahu,Samajwadi Party,Uttar Pradesh,3.0,1.0,4.0,3.0
Shri Harihar Patel,Other,Odisha,,,,
Shri Krishna Nand Joshi,CONG(I),Uttar Pradesh,,,,
Rajkumari Amrit Kaur,Congress,Punjab,,,,
Shri Sanjay Nirupam,Shiv Sena,Maharashtra,,1.0,,
Dr. Bhushan Lal Jangde,Bharatiya Janata Party,Chhattisgarh,2.0,6.0,8.0,0.3333333333333333
Shri Sunder Singh Bhandari,Bharatiya Janata Party,Rajasthan,,,,
Dr. Sonal Mansingh,Bharatiya Janata Party,Nominated,,,,
Shri Kushok Thiksey,J&K National Conference,Jammu & Kashmir,,,,
Shri Premji Thobhanbhai Leuva,Indian National Congress,Bombay,,,,
Dr. Prashanta Nanda,Biju Janata Dal,Odisha,1.0,,,
Shri K.R. Jayadevappa,CONG(I),Karnataka,,,,
Shri Mukul Roy,All India Trinamool Congress,West Bengal,1.0,,,
Mohd Masood Khan,Independent & Others,Uttar Pradesh,,,,
Shri B.L. Panwar,CONG(I),Rajasthan,,,,
Shri Suresh Prabhu,Bharatiya Janata Party,Andhra Pradesh,1.0,,,
Shri Tara Charan Majumdar,Independent & Others,Assam,,,,
Shri Banarsi Das Gupta,Indian National Congress,Haryana,1.0,2.0,3.0,0.5
Shri Kishori Ram,Indian National Congress,Bihar,,,,
Shri K. K. Madhavan,Indian National Congress,Kerala,,,,
Shri Prasenjit Barman,CONG(I),West Bengal,,,,
Shri T.G. Venkatesh,Bharatiya Janata Party,Andhra Pradesh,1.0,2.0,3.0,0.5
Shri V.M. Surendra Ram,Congress,Madras,,,,
Shri Narayana Koragappa,Bharatiya Janata Party,Karnataka,,4.0,,
Diwan Chaman Lall,Indian National Congress,Punjab,,,,
Dr.(Ms.) P. Selvie Das,Nominated,Nominated,,,,
Shri Devi Singh,Swatantra Party,Rajasthan,,,,
Shri Baij Nath Dube,Socialist Party,Vindhya Pradesh,,,,
Shri Thennala  G. Balakrishna Pillai,Indian National Congress,Kerala,,1.0,,
Shri Bekal Utsahi,CONG(I),Uttar Pradesh,,,,
Shri K. Rama Mohana Rao,Telugu Desam Party,Andhra Pradesh,1.0,1.0,2.0,1.0
Shri Vinay Katiyar,Bharatiya Janata Party,Uttar Pradesh,1.0,,,
Shri Rajpat Singh Doogar,Independent & Others,West Bengal,,,,
Shri Deepender Singh Hooda,Indian National Congress,Haryana,1.0,,,
Shri H.M. Trivedi,Janata,Gujarat,,,,
Shri Ramrao Madhavrao Deshmukh,Congress,Bombay,,,,
Shri Sheel Bhadra Yajee,Congress,Bihar,,,,
Shri K.N. Balagopal,Communist Party of India (Marxist),Kerala,1.0,1.0,2.0,1.0
Dr. Rajat Kumar Chakrabarti,CONG(I),West Bengal,,,,
Shri O.T. Lepcha,Sikkim Democratic Front,Sikkim,2.0,1.0,3.0,2.0
Dr. Mohd. Hashim Kidwai,Indian National Congress,Uttar Pradesh,,,,
Shri Narayan Lal Panchariya,Bharatiya Janata Party,Rajasthan,1.0,1.0,2.0,1.0
Shri Rama Chandra Khuntia,Indian National Congress,Odisha,2.0,3.0,5.0,0.6666666666666666
Lt.Gen. (Dr.) D. P. Vats (Retd.),Bharatiya Janata Party,Haryana,1.0,2.0,3.0,0.5
Shri T. V. Chandrasekharappa,CONG(I),Karnataka,,,,
Smt. Wansuk Syiem,Indian National Congress,Meghalaya,2.0,2.0,4.0,1.0
Shri Lalitbhai Mehta,Bharatiya Janata Party,Gujarat,2.0,1.0,3.0,2.0
Shri Syed Nizam-Ud-Din,Janata,Jammu & Kashmir,,,,
Shri Narasingha Prasad Nanda,Indian National Congress,Odisha,,,,
Shri Palavalasa Rajasekharam,CONG(I),Andhra Pradesh,,,,
Shri Sukhbir Singh,Shiromani Akali Dal,Punjab,1.0,2.0,3.0,0.5
Shri Thomas Srinivasan,Congress,Madras,,,,
Shri K. V. Raghunatha Reddy,Congress,Andhra Pradesh,,,,
Shri Joginipally Santosh Kumar,Bharat Rashtra Samithi,Telangana,2.0,,,
Shri Mukul Balkrishna Wasnik,Indian National Congress,Rajasthan,1.0,1.0,2.0,1.0
Shri Jagesh Desai,CONG(I),Maharashtra,,,,
Dr. Raghu Vira,Congress,Bombay,,,,
Shri Anil H. Lad,Indian National Congress,Karnataka,,,,
Shri Virendra Kataria,Indian National Congress,Punjab,,,,
Smt. Sangeeta Yadav,Bharatiya Janata Party,Uttar Pradesh,1.0,,,
Shri Chadalavada Venkatrao,CONG(I),Andhra Pradesh,,,,
Shri Basawaraj Patil,Bharatiya Janata Party,Karnataka,,,,
Shri Mohammed Usman Arif,Congress,Rajasthan,,,,
Shri Brahmakumar Bhatt,Indian National Congress,Gujarat,,5.0,,
Ms. Rekha,Nominated,Nominated,,,,
Ms. Maniben Vallabhbhai Patel,Other,Gujarat,,,,
Shri Gurudev Gupta,Congress,Madhya Pradesh,,,,
Shri Alluri Satyanarayana Raju,Congress,Andhra Pradesh,,,,
Kumari Alia,CONG(I),Uttar Pradesh,,,,
Shri Neki Ram,Indian National Congress,Punjab,,,,
Dr. Triguna Sen,Congress,Tripura,,,,
Shri M. C. Chagla,Indian National Congress,Maharashtra,,,,
Haji Abdul Salam,Indian National Congress,Manipur,1.0,5.0,6.0,0.2
Shri Abhay Kant Prasad,Bharatiya Janata Party,Jharkhand,3.0,1.0,4.0,3.0
Shri Sultan Singh,CONG(I),Haryana,,,,
Shri Ganeshi Lal Chaudhary,Indian National Congress,Uttar Pradesh,,,,
Shri Deba Prasad Ray,CONG(I),West Bengal,,,,
Shri K.V. Thangkabalu,CONG(I),Tamil Nadu,,,,
Shri Subhas Chandra Bose Pilli,Yuvajana Sramika Rythu Congress Party,Andhra Pradesh,2.0,1.0,3.0,2.0
Shri H.L. Kapur,Indian National Congress,Nominated,,,,
Shri Nyodek Yonggam,CONG(I),Arunachal Pradesh,,,,
Dr. Sanjay Sinh,Indian National Congress,Assam,1.0,3.0,4.0,0.3333333333333333
Shri Gurmukh Singh Musafir,Indian National Congress,Punjab,,,,
Shri Shriyans Prasad Jain,Congress,Bombay,,,,
Shri Lal Bahadur Shastri,Congress,Uttar Pradesh,,,,
Shri Ashok Mitra,Communist Party of India (Marxist),West Bengal,,,,
Shri Ram Vichar Netam,Bharatiya Janata Party,Chhattisgarh,,2.0,,
Dr. A.R. Kidwai,Indian National Congress,National Capital Territory of Delhi,2.0,4.0,6.0,0.5
Shri Sawai Man Singh,Independent & Others,Rajasthan,,,,
Shri Harcharan Singh Duggal,Other,Punjab,,,,
Shri Shamim Ahmed Siddiqui,CONG(I),National Capital Territory of Delhi,,,,
Shri N. Gokulakrishnan,All India Anna Dravida Munnetra Kazhagam,Puducherry,,2.0,,
Shri Praveen Kumar Prajapati,CONG(I),Madhya Pradesh,,,,
Shri Nana Deshmukh,Nominated,Nominated,,,,
Smt. Bijoya Chakravarty,Asom Gana Parishad,Assam,,,,
Shri K. S. Malle Gowda,Independent & Others,Karnataka,,,,
Sardar Jagdev Singh Talwandi,Shiromani Akali Dal,Punjab,,,,
Shri Satchidananda,CONG(I),Karnataka,,,,
Shri Makhan Lal Fotedar,CONG(I),Uttar Pradesh,,,,
Dr. Purna Chanda Mitra,Indian National Congress,Bihar,,,,
Shri Suraj Prasad,Communist Party of India,Bihar,,,,
Smt. Narayani Devi Varma,Congress,Rajasthan,,,,
Shri Rajeev Shukla,Indian National Congress,Chhattisgarh,,1.0,,
Shri M.V. Bhadram,Communist Party of India,Andhra Pradesh,,,,
Prof. Humayun Kabir,Congress,West Bengal,,,,
Shri Subhasish Chakraborty,All India Trinamool Congress,West Bengal,1.0,,,
Smt. Mausam Noor,All India Trinamool Congress,West Bengal,,,,
Prof. Manoj Kumar Jha,Rashtriya Janata Dal,Bihar,,2.0,,
Shri G. Gopinathan Nair,Revolutionary Socialist Party,Kerala,,,,
Shri Raghbir Singh Gill,CONG(I),Punjab,,,,
Shri Javed Ali Khan,Samajwadi Party,Uttar Pradesh,1.0,1.0,2.0,1.0
Shri P. Bhattacharya,Indian National Congress,West Bengal,,1.0,,
Shri N.E. Balaram,Communist Party of India,Kerala,,,,
Shri N.C. Sekhar,Communist Party of India,Travancore Cochin,,,,
Shri Jai Narain Vyas,Congress,Rajasthan,,,,
Dr. Shyam Sundar Mohapatra,Independent & Others,Odisha,,,,
Shri K.C. Ramamurthy,Bharatiya Janata Party,Karnataka,1.0,1.0,2.0,1.0
Shri B.S. Savnekar,Congress,Maharashtra,,,,
Shri Srikrishna Dutt Paliwal,Congress,Uttar Pradesh,,,,
Shri Faridul Haq Ansari,Praja Socialist Party,Uttar Pradesh,,,,
Shri Nazir Ahmed Laway,J&K Peoples Democratic Party,Jammu & Kashmir,2.0,1.0,3.0,2.0
Smt. Vandana Chavan,Nationalist Congress Party,Maharashtra,,2.0,,
Shri Gyan Ranjan,CONG(I),Bihar,,,,
Shri Prasanta Chatterjee,Communist Party of India (Marxist),West Bengal,,,,
Shri Prithviraj Chavan,Indian National Congress,Maharashtra,1.0,1.0,2.0,1.0
Shri Sant Balbir Singh,Aam Aadmi Party,Punjab,,,,
Shri Ganga Charan,Bahujan Samaj Party,Uttar Pradesh,2.0,,,
Sardar Tarlochan Singh,Independent & Others,Haryana,1.0,2.0,3.0,0.5
Shri Venod Kumar Sharma,CONG(I),Punjab,,,,
Shri R. K. Anand,Indian National Congress,Bihar,2.0,,,
Shri Ajit Pratap Singh,Jansangh,Uttar Pradesh,,,,
Shri Syyed Mir Qasim,Congress,Jammu & Kashmir,,,,
Dr. Amee Yajnik,Indian National Congress,Gujarat,1.0,,,
Smt. Vijaya Raje Scindia,Bharatiya Janata Party,Madhya Pradesh,,,,
Shri Arabinda Ghosh,Communist Party of India (Marxist),West Bengal,,,,
Shri Gulam Rasool Balyawi,Janata Dal (United),Bihar,1.0,,,
Shri R.P. Goenka,Indian National Congress,Rajasthan,2.0,,,
Dr. Neelam Sanjiva Reddy,Congress,Madras,,,,
Dr. Narendra Jadhav,Nominated,Nominated,1.0,1.0,2.0,1.0
Shri Bhaskar Annaji Masodkar,Indian National Congress,Maharashtra,,,,
Shri Maruti Dnyanoo Mane(Patil),Indian National Congress,Maharashtra,,,,
Shri Dinesh Goswami,Congress,Assam,,,,
Shri Bhanu Pratap Singh,Bharatiya Lok Dal,Uttar Pradesh,,,,
Smt. Chandrika Abhinandan Jain,CONG(I),Maharashtra,,,,
Shri Mohammed Adeeb,Independent & Others,Uttar Pradesh,1.0,3.0,4.0,0.3333333333333333
Dr. P. Subbarayan,Congress,Madras,,,,
Chaudhary A. Mohammad,Congress (O),Bihar,,,,
Smt. Phulo Devi Netam,Indian National Congress,Chhattisgarh,2.0,,,
Thakur Jagatpal Singh,Indian National Congress,Madhya Pradesh,,,,
Shri Narasimha Gopalaswami Ayyangar,Congress,Madras,,,,
Shri B. Rachaiah,Congress,Karnataka,,,,
Shri V. N. Gadgil,Congress,Maharashtra,,,,
Dr. Yogendra P. Trivedi,Nationalist Congress Party,Maharashtra,2.0,,,
Shri Bhupendra  Narayan Mandal,Sikkim Sangram Parishad,Bihar,,,,
Shri B K Gaikwad,Republican,Maharashtra,,,,
Shri Sushil Kumar Modi,Bharatiya Janata Party,Bihar,2.0,,,
Smt. Savita Behen,Congress,National Capital Territory of Delhi,,,,
Dr. Barun Mukherji,All India Forward Block,West Bengal,1.0,,,
Smt. Kahkashan Perween,Janata Dal (United),Bihar,,2.0,,
Shri Bhuvnesh Chaturvedi,CONG(I),Rajasthan,,,,
Shri P. Thanulingam,Congress,Madras,,,,
Shri V.T. Krishnamachari,Nominated,Nominated,,,,
Shri K. Mohanan,Communist Party of India (Marxist),Kerala,,,,
Shri Shivpratap Singh,Bharatiya Janata Party,Chhattisgarh,3.0,1.0,4.0,3.0
Shri L.G. Havanur,CONG(I),Karnataka,,,,
Shri Suresh Chandra Majumdar,Indian National Congress,West Bengal,,,,
Shri Narendra Budania,Indian National Congress,Rajasthan,2.0,,,
Shri S. Sambhu Prasad,Congress,Madras,,,,
Shri K.K. Ragesh,Communist Party of India (Marxist),Kerala,,2.0,,
Shri Vithalrao Tukaram Nagpure,Indian National Congress,Maharashtra,,,,
Shri Krishna Mohan Pyare Sinha,Congress,Bihar,,,,
Dr. Narredy Thulasi Reddy,Telugu Desam Party,Andhra Pradesh,,,,
Smt. Ela Ramesh Bhatt,Nominated,Nominated,,,,
Shri Sanjay Seth,Bharatiya Janata Party,Uttar Pradesh,1.0,1.0,2.0,1.0
Shri Ramsinh Rathwa,CONG(I),Gujarat,,,,
Shri H. Hanumanthappa,CONG(I),Karnataka,,,,
Shri T.V. Kamalaswamy,Indian National Congress,Madras,,,,
Shri M.P. Abdussamad Samadani,Muslim League,Kerala,,,,
Shri Kailash Soni,Bharatiya Janata Party,Madhya Pradesh,,,,
Shri Nabam Rebia,Bharatiya Janata Party,Arunachal Pradesh,2.0,2.0,4.0,1.0
Shri Ahmad Saeed Malihabadi,Independent & Others,West Bengal,3.0,1.0,4.0,3.0
Shri Rajpal Singh Saini,Bahujan Samaj Party,Uttar Pradesh,1.0,1.0,2.0,1.0
Shri Muhammad Ishaque,Congress,West Bengal,,,,
Shri R. Vaithilingam,All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,3.0,1.0,4.0,3.0
Shri Mahipatray M. Mehta,Indian National Congress,Bombay,,,,
Shri Kamal Morarka,Janata Dal (Secular),Rajasthan,,,,
Smt. Anis Kidwai,Indian National Congress,Uttar Pradesh,,,,
Shri T.S.Avinashlingam Chettiar,Congress,Madras,,,,
Shri Devendra Nath Dwivedi,Congress,Uttar Pradesh,,,,
Shri Godey Murahari,Independent & Others,Uttar Pradesh,,,,
Shri S. Chattanatha Karayalar,Indian National Congress,Travancore Cochin,,,,
Shri Virendra Bhatia,Samajwadi Party,Uttar Pradesh,1.0,1.0,2.0,1.0
Shri Ramesh Chandra Vyas,Congress,Rajasthan,,,,
Shri Laimayum Lalit Madhob Sharma,Congress,Manipur,,,,
Dr. Yelamanchili Sivaji,Telugu Desam Party,Andhra Pradesh,,,,
Shri K.C. Kondaiah,Indian National Congress,Karnataka,1.0,3.0,4.0,0.3333333333333333
Dr.(Smt.) Rajinder Kaur,Shiromani Akali Dal,Punjab,,,,
Shri Indradeep Sinha,Communist Party of India,Bihar,,,,
Smt. Lakshmi Kumari Chundawat,CONG(I),Rajasthan,,,,
Shri Upendra Kushwaha,Janata Dal (United),Bihar,1.0,1.0,2.0,1.0
Smt. Veena Verma,CONG(I),Madhya Pradesh,,,,
Shri M. Moses,Indian National Congress,Tamil Nadu,,,,
Thakur Kamakhya Prasad Singh,CONG(I),Bihar,,,,
Shri Sat Paul Mittal,Indian National Congress,Punjab,,,,
Shri Thanga Tamil Selvan,All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,1.0,1.0,2.0,1.0
Shri Khekiho Zhimomi,Nagaland Peoples Front,Nagaland,2.0,7.0,9.0,0.2857142857142857
Shri Lakkhiram Agarwal,Bharatiya Janata Party,Chhattisgarh,5.0,1.0,6.0,5.0
Shri Kanaksingh Mohansinh Mangrola,Bharatiya Janata Party,Gujarat,,,,
Shri Birendra Prasad Baishya,Asom Gana Parishad,Assam,,1.0,,
Shri D.P. Singh,Congress,Bihar,,,,
Shri Maurice Kujur,Indian National Congress,Odisha,2.0,2.0,4.0,1.0
Shri Ghayoor Ali Khan,Other,Uttar Pradesh,,,,
Shri K.M. Saifullah,Telugu Desam Party,Andhra Pradesh,2.0,,,
Shri B.L. Verma,Bharatiya Janata Party,Uttar Pradesh,1.0,2.0,3.0,0.5
Shri Anant Prasad Sharma,CONG(I),Bihar,,,,
Shri Krishan Kumar Deepak,Janata Dal,Haryana,,,,
Shri Narayan Rane,Bharatiya Janata Party,Maharashtra,2.0,,,
Shri M. Rajagopal,CONG(I),Karnataka,,,,
Shri K.S. Hegde,Congress,Madras,,,,
Ms. Mabel Rebello,Indian National Congress,Jharkhand,,,,
Shri P.K. Kunjachen,Communist Party of India (Marxist),Kerala,,,,
Shri Salil Kumar Ganguli,Communist Party of India (Marxist),West Bengal,,,,
Shri Mahendramohan Chaudhury,Congress,Assam,,,,
Smt. Ranjeet Ranjan,Indian National Congress,Chhattisgarh,1.0,1.0,2.0,1.0
Shri Jayant Chaudhary,Rashtriya Lok Dal,Uttar Pradesh,,2.0,,
Shri S. B. Ramesh Babu,CONG(I),Andhra Pradesh,,,,
Shri Ranbir Singh Parjapati,Indian National Lok Dal,Haryana,2.0,,,
Shri Suresh Gopi,Bharatiya Janata Party,Nominated,2.0,2.0,4.0,1.0
Shri Mahendra Sahni,Janata Dal (United),Bihar,2.0,3.0,5.0,0.6666666666666666
Shri Sitaram Jaipuria,Independent & Others,Uttar Pradesh,,,,
Shri Raghunath Prasad Khaitan,Indian National Congress,Bihar,,,,
Shri Bipinpal Das,CONG(I),Assam,,,,
Shri Kanak Mal Katara,Bharatiya Janata Party,Rajasthan,,,,
Shri Mukand Lal Puri,Congress,Punjab,,,,
Shri Pratap Keshari Deb,Biju Janata Dal,Odisha,1.0,1.0,2.0,1.0
Shri Krishan Lal Balmiki,Bharatiya Janata Party,Rajasthan,2.0,1.0,3.0,2.0
Shri Ram Naresh Yadav,CONG(I),Uttar Pradesh,,,,
Shri Sitaram Singh,Bharatiya Lok Dal,Bihar,,,,
Shri M.R. Apparow,CONG(I),Andhra Pradesh,,,,
Shri Harish Rawat,Indian National Congress,Uttarakhand,,,,
Shri S Niranjan Reddy,Yuvajana Sramika Rythu Congress Party,Andhra Pradesh,1.0,1.0,2.0,1.0
Shri E. Balanandan,Communist Party of India (Marxist),Kerala,,,,
Shri Nawab Singh Chauhan,Congress,Uttar Pradesh,,,,
Molana Asrarul Haq,Indian National Congress,Rajasthan,,,,
Shri N. K. Premachandran,Revolutionary Socialist Party,Kerala,1.0,,,
Shri Era Sambasivam,All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,,,,
Shri Baburam Nishad,Bharatiya Janata Party,Uttar Pradesh,1.0,1.0,2.0,1.0
Shri Tirath Ram Amla,CONG(I),Jammu & Kashmir,,,,
Smt. Pushpalata Das,Congress,Assam,,,,
Shri Uday Pratap Singh,Samajwadi Party,Uttar Pradesh,1.0,3.0,4.0,0.3333333333333333
Shri M. J. Akbar,Bharatiya Janata Party,Madhya Pradesh,1.0,1.0,2.0,1.0
Shri Giriraj Kishore Kapoor,Other,Madhya Pradesh,,,,
Shri Todak Basar,Congress,Arunachal Pradesh,,,,
Shri Jadavji Keshavji Modi,Indian National Congress,Bombay,,,,
Smt. Shobhana Bhartia,Nominated,Nominated,2.0,,,
Shri Binoy Kumar Mahanti,Indian National Congress,Odisha,,,,
Shri S. S. Chandran,All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,2.0,2.0,4.0,1.0
Shri Shiva Nandan Singh,Janata,Uttar Pradesh,,,,
Shri Veer Pal Singh Yadav,Samajwadi Party,Uttar Pradesh,1.0,3.0,4.0,0.3333333333333333
Smt. Priyanka Chaturvedi,Shiv Sena,Maharashtra,1.0,1.0,2.0,1.0
Shri Ram Naresh Kushawaha,Lok Dal,Uttar Pradesh,,,,
Shri Swami Dinesh Chandra,CONG(I),Rajasthan,,,,
Shri Mahmood A. Madani,Rashtriya Lok Dal,Uttar Pradesh,1.0,3.0,4.0,0.3333333333333333
Shri O. J. Joseph,Communist Party of India (Marxist),Kerala,,,,
Shri Ram Chandra Vikal,CONG(I),Uttar Pradesh,,,,
Shri Jagannath Singh,Bharatiya Janata Party,Madhya Pradesh,,,,
Shri Shivpratap Kshatriya,Bharatiya Janata Party,Chhattisgarh,,,,
Shri Rakesh Sinha,Bharatiya Janata Party,Nominated,1.0,1.0,2.0,1.0
Shri Anil Desai,Shiv Sena,Maharashtra,,2.0,,
Smt. Shanti Devi,Other,Uttar Pradesh,,,,
Smt. Jaya Bachchan,Samajwadi Party,Uttar Pradesh,1.0,1.0,2.0,1.0
Shri Pavan Kumar Varma,Janata Dal (United),Bihar,1.0,2.0,3.0,0.5
Shri Husain Dalwai,Indian National Congress,Maharashtra,1.0,1.0,2.0,1.0
Shri B. J. Panda,Biju Janata Dal,Odisha,,,,
Shri Govindrao Adik,Nationalist Congress Party,Maharashtra,1.0,3.0,4.0,0.3333333333333333
Shri Gulabrao Patil,CONG(I),Maharashtra,,,,
Shri B. Ramakrishna Rao,Congress,Andhra Pradesh,,,,
Shri Raghavendra Rao,Congress,Mysore,,,,
Shri Prabhakar Rao Kalvala,Telugu Desam Party,Andhra Pradesh,,,,
Shri K. Natwar Singh,Indian National Congress,Rajasthan,1.0,,,
Shri Prithibi Majhi,Indian National Congress,Assam,,,,
Shri Prafull Goradia,Bharatiya Janata Party,Gujarat,,,,
Shri Jagannath Das,Indian National Congress,Odisha,,,,
Shri Mahesh Poddar,Bharatiya Janata Party,Jharkhand,,3.0,,
Shri Arman Ali Munshi,Other,Manipur and Tripura,,,,
Smt. Sumitra Mahajan,Indian National Lok Dal,Haryana,2.0,3.0,5.0,0.6666666666666666
Dr. Murari Lal,Indian National Congress,Uttar Pradesh,,,,
Dr. C. Silvera,CONG(I),Mizoram,,,,
Smt. Shabana Azmi,Nominated,Nominated,,,,
Shri B. Satyanarayan Reddy,Telugu Desam Party,Andhra Pradesh,,,,
Shri Shanker Sinh Vaghela,Bharatiya Janata Party,Gujarat,,,,
Dr. Nihar Ranjan Ray,Congress,West Bengal,,,,
Shri Shashi Bhusan Behera,Biju Janata Dal,Odisha,1.0,1.0,2.0,1.0
Shri Srinjoy Bose,All India Trinamool Congress,West Bengal,2.0,,,
Shri A.K. Antony,Indian National Congress,Kerala,2.0,,,
